<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
07/12/11,00:00,3.5550000,3.6080000,3.5500000,3.6080000,1300250
07/13/11,00:00,3.6400000,3.6800000,3.6390000,3.6800000,357500
07/14/11,00:00,3.6900000,3.6900000,3.6820000,3.6870000,449980
07/15/11,00:00,3.7390000,3.7520000,3.7390000,3.7520000,268700
07/18/11,00:00,3.6850000,3.6850000,3.6000000,3.6000000,400000
07/19/11,00:00,3.6150000,3.6600000,3.6150000,3.6380000,690000
07/20/11,00:00,3.6800000,3.6900000,3.6700000,3.6700000,1084550
07/21/11,00:00,3.5900000,3.6900000,3.5900000,3.6900000,675480
07/22/11,00:00,3.7100000,3.7200000,3.6700000,3.6700000,3520000
07/25/11,00:00,3.6400000,3.6680000,3.6400000,3.6650000,636600
07/26/11,00:00,3.5200000,3.7200000,3.5200000,3.7000000,1060900
07/27/11,00:00,3.7200000,3.7400000,3.7200000,3.7315000,1243000
07/28/11,00:00,3.6840000,3.7240000,3.6790000,3.7240000,2201700
07/29/11,00:00,3.6970000,3.7000000,3.6620000,3.6620000,928680
08/01/11,00:00,3.7700000,3.7700000,3.7400000,3.7400000,666980
08/02/11,00:00,3.6700000,3.6900000,3.6600000,3.6900000,529300
08/03/11,00:00,3.6510000,3.6510000,3.5650000,3.5650000,663000
08/04/11,00:00,3.5900000,3.5900000,3.5300000,3.5300000,330000
08/05/11,00:00,3.3600000,3.4400000,3.3600000,3.3850000,2073800
08/08/11,00:00,3.2700000,3.3300000,3.0800000,3.0800000,1110000
08/09/11,00:00,3.0200000,3.0510000,2.8000000,3.0000000,1200000
08/10/11,00:00,3.1650000,3.1650000,3.0500000,3.0500000,438120
08/12/11,00:00,2.8950000,2.9300000,2.8950000,2.9250000,1250000
08/15/11,00:00,2.9940000,3.0100000,2.9940000,3.0080000,1225000
08/16/11,00:00,3.0000000,3.0000000,3.0000000,3.0000000,25000
08/17/11,00:00,3.0080000,3.0330000,3.0030000,3.0330000,1000000
08/19/11,00:00,2.6850000,2.6850000,2.6850000,2.6850000,25000
08/22/11,00:00,2.7410000,2.7650000,2.7280000,2.7630000,1486600
08/23/11,00:00,2.7850000,2.7850000,2.7400000,2.7400000,135450
08/24/11,00:00,2.6760000,2.7000000,2.6760000,2.6850000,875800
08/25/11,00:00,2.7100000,2.8050000,2.7100000,2.7230000,1068120
08/29/11,00:00,2.7750000,2.7975000,2.7750000,2.7975000,500000
09/01/11,00:00,2.8600000,2.8600000,2.8600000,2.8600000,100000
09/02/11,00:00,2.8750000,2.8750000,2.8250000,2.8250000,300000
09/05/11,00:00,2.7550000,2.7550000,2.7250000,2.7250000,200000
09/06/11,00:00,2.7350000,2.7400000,2.7250000,2.7250000,300000
09/07/11,00:00,2.7900000,2.8450000,2.7900000,2.8450000,300000
09/08/11,00:00,2.8450000,2.8650000,2.8450000,2.8650000,220000
09/09/11,00:00,2.8500000,2.8500000,2.7900000,2.7900000,300000
09/12/11,00:00,2.6350000,2.6350000,2.6160000,2.6170000,700000
09/13/11,00:00,2.6600000,2.6600000,2.6600000,2.6600000,100000
09/14/11,00:00,2.6650000,2.6650000,2.6640000,2.6640000,580000
09/15/11,00:00,2.6450000,2.6800000,2.6450000,2.6700000,300000
09/16/11,00:00,2.6300000,2.6400000,2.6300000,2.6400000,200000
09/19/11,00:00,2.5950000,2.5950000,2.5800000,2.5800000,300000
09/20/11,00:00,2.6000000,2.6100000,2.5850000,2.5850000,504100
09/21/11,00:00,2.5800000,2.5800000,2.5800000,2.5800000,300000
09/22/11,00:00,2.4100000,2.4100000,2.3800000,2.3800000,200000
09/23/11,00:00,2.1750000,2.1750000,2.1000000,2.1000000,125000
09/26/11,00:00,2.0550000,2.2100000,2.0550000,2.1200000,817500
09/27/11,00:00,2.2350000,2.2350000,2.2350000,2.2350000,100000
09/28/11,00:00,2.2650000,2.2650000,2.2350000,2.2350000,325000
09/29/11,00:00,2.2050000,2.2100000,2.2050000,2.2100000,150000
09/30/11,00:00,2.2900000,2.2900000,2.1850000,2.1900000,600000
10/03/11,00:00,2.1150000,2.1150000,2.0950000,2.0950000,300000
10/04/11,00:00,2.0850000,2.0850000,1.8600000,1.8600000,600000
10/05/11,00:00,1.9000000,1.9200000,1.9000000,1.9200000,200000
10/06/11,00:00,2.0200000,2.0300000,2.0150000,2.0150000,300000
10/07/11,00:00,2.1050000,2.1100000,2.1050000,2.1100000,325000
10/10/11,00:00,2.1100000,2.2250000,2.1100000,2.2250000,675000
10/11/11,00:00,2.2400000,2.2500000,2.2100000,2.2150000,400000
10/12/11,00:00,2.2650000,2.4050000,2.2650000,2.3900000,1000000
10/13/11,00:00,2.3900000,2.4200000,2.3900000,2.4200000,400000
10/14/11,00:00,2.4550000,2.5450000,2.4550000,2.5450000,50000
10/17/11,00:00,2.6850000,2.7450000,2.6600000,2.6650000,800000
10/18/11,00:00,2.5300000,2.5300000,2.4450000,2.4600000,560000
10/19/11,00:00,2.5900000,2.5900000,2.5900000,2.5900000,100000
10/20/11,00:00,2.5050000,2.6000000,2.5000000,2.6000000,405600
10/21/11,00:00,2.6000000,2.6000000,2.6000000,2.6000000,104000
10/24/11,00:00,2.7300000,2.7300000,2.7050000,2.7300000,402300
10/25/11,00:00,2.7450000,2.7450000,2.6650000,2.6650000,200000
10/27/11,00:00,2.8600000,2.8850000,2.8550000,2.8850000,500000
10/28/11,00:00,2.8650000,2.8650000,2.8650000,2.8650000,100000
10/31/11,00:00,2.8050000,2.8050000,2.8050000,2.8050000,200000
11/01/11,00:00,2.6300000,2.6300000,2.5000000,2.5000000,700000
11/03/11,00:00,2.4900000,2.6250000,2.4600000,2.6250000,500000
11/07/11,00:00,2.6300000,2.7000000,2.6300000,2.7000000,300000
11/08/11,00:00,2.7350000,2.7850000,2.7350000,2.7850000,400000
11/09/11,00:00,2.7800000,2.7950000,2.5950000,2.5950000,231000
11/10/11,00:00,2.5100000,2.6600000,2.5100000,2.6600000,400000
11/11/11,00:00,2.6200000,2.6200000,2.6200000,2.6200000,100000
11/15/11,00:00,2.6200000,2.6200000,2.5600000,2.5600000,450000
11/16/11,00:00,2.6100000,2.6100000,2.6050000,2.6050000,200000
11/18/11,00:00,2.5450000,2.6050000,2.5450000,2.6050000,200000
11/21/11,00:00,2.5300000,2.5300000,2.4500000,2.4500000,400000
11/22/11,00:00,2.4750000,2.4850000,2.4200000,2.4200000,422000
11/23/11,00:00,2.4500000,2.4500000,2.4450000,2.4500000,300000
11/24/11,00:00,2.4500000,2.4500000,2.4150000,2.4150000,202700
11/25/11,00:00,2.3750000,2.3750000,2.3750000,2.3750000,100000
11/28/11,00:00,2.5700000,2.6500000,2.5700000,2.6500000,497800
11/30/11,00:00,2.6250000,2.8200000,2.5950000,2.8200000,490000
12/01/11,00:00,2.8850000,2.8900000,2.8550000,2.8550000,700000
12/02/11,00:00,2.9200000,2.9550000,2.9100000,2.9500000,550000
12/05/11,00:00,2.9100000,2.9100000,2.9040000,2.9040000,190000
12/06/11,00:00,2.8600000,2.8650000,2.7700000,2.7700000,712500
12/07/11,00:00,2.7850000,2.7850000,2.7100000,2.7100000,500000
12/08/11,00:00,2.7500000,2.7900000,2.7300000,2.7900000,400000
12/09/11,00:00,2.6750000,2.6750000,2.6150000,2.6150000,600000
12/12/11,00:00,2.6750000,2.6750000,2.6210000,2.6210000,210000
12/13/11,00:00,2.5400000,2.6000000,2.5200000,2.5850000,1020000
12/14/11,00:00,2.6150000,2.6150000,2.5950000,2.6050000,400000
12/15/11,00:00,2.5050000,2.5500000,2.5050000,2.5500000,200000
12/16/11,00:00,2.6130000,2.6130000,2.6130000,2.6130000,4000
12/19/11,00:00,2.5150000,2.5450000,2.4900000,2.5450000,500000
12/20/11,00:00,2.5050000,2.5050000,2.5050000,2.5050000,100000
12/21/11,00:00,2.6010000,2.6300000,2.5400000,2.5550000,402700
12/22/11,00:00,2.5550000,2.5700000,2.5550000,2.5700000,200000
12/23/11,00:00,2.5700000,2.5900000,2.5700000,2.5900000,200000
12/26/11,00:00,2.5820000,2.6150000,2.5820000,2.6150000,150000
12/28/11,00:00,2.5200000,2.5200000,2.5200000,2.5200000,100000
12/29/11,00:00,2.4350000,2.4350000,2.4350000,2.4350000,100000
12/30/11,00:00,2.4400000,2.4400000,2.2500000,2.2500000,125000
01/10/12,00:00,2.6750000,2.7500000,2.6750000,2.7500000,585000
01/11/12,00:00,2.7300000,2.7300000,2.7300000,2.7300000,100000
01/12/12,00:00,2.6850000,2.7250000,2.6850000,2.7250000,200000
01/13/12,00:00,2.6900000,2.6900000,2.6900000,2.6900000,100000
01/16/12,00:00,2.6200000,2.6340000,2.6200000,2.6340000,800000
01/17/12,00:00,2.7050000,2.7050000,2.7050000,2.7050000,100000
01/19/12,00:00,2.7300000,2.7400000,2.7300000,2.7400000,202400
01/20/12,00:00,2.7300000,2.7300000,2.7280000,2.7280000,102150
01/23/12,00:00,2.7250000,2.7400000,2.7250000,2.7400000,230000
01/24/12,00:00,2.7500000,2.7500000,2.7450000,2.7500000,400000
01/25/12,00:00,2.8350000,2.8600000,2.8110000,2.8110000,440000
01/26/12,00:00,2.9050000,2.9850000,2.9050000,2.9800000,1085300
01/27/12,00:00,2.9750000,3.0000000,2.9600000,2.9963000,283500
01/30/12,00:00,2.9650000,2.9650000,2.9650000,2.9650000,100000
01/31/12,00:00,2.9900000,2.9900000,2.9900000,2.9900000,100000
02/01/12,00:00,3.0150000,3.0600000,3.0150000,3.0600000,500000
02/02/12,00:00,3.0850000,3.1000000,3.0650000,3.0750000,600000
02/06/12,00:00,3.1200000,3.1200000,3.1200000,3.1200000,200000
02/13/12,00:00,3.2000000,3.2000000,3.2000000,3.2000000,60000
02/14/12,00:00,3.1800000,3.2300000,3.1800000,3.2300000,300000
02/15/12,00:00,3.2350000,3.2400000,3.2350000,3.2400000,500000
02/16/12,00:00,3.1650000,3.1800000,3.1650000,3.1650000,300000
02/17/12,00:00,3.2350000,3.2450000,3.2250000,3.2450000,303000
02/20/12,00:00,3.2850000,3.2850000,3.2750000,3.2850000,400000
02/21/12,00:00,3.2350000,3.2350000,3.2300000,3.2320000,449800
02/22/12,00:00,3.2450000,3.2450000,3.2300000,3.2300000,360000
02/24/12,00:00,3.2750000,3.3850000,3.2750000,3.3850000,1005000
02/27/12,00:00,3.4050000,3.4250000,3.4050000,3.4050000,325000
02/28/12,00:00,3.4250000,3.4250000,3.4250000,3.4250000,100000
02/29/12,00:00,3.4290000,3.4400000,3.4200000,3.4200000,398955
03/01/12,00:00,3.3800000,3.4090000,3.3800000,3.4000000,540000
03/02/12,00:00,3.4350000,3.4350000,3.4150000,3.4150000,200000
03/05/12,00:00,3.5000000,3.5020000,3.5000000,3.5000000,216500
03/06/12,00:00,3.4470000,3.4470000,3.3250000,3.3250000,1250000
03/07/12,00:00,3.2950000,3.2950000,3.2630000,3.2630000,1040060
03/12/12,00:00,3.3320000,3.3850000,3.3300000,3.3400000,923437
03/13/12,00:00,3.3800000,3.4050000,3.3800000,3.4050000,200000
03/14/12,00:00,3.5050000,3.5050000,3.5050000,3.5050000,50000
03/15/12,00:00,3.4150000,3.4150000,3.4000000,3.4000000,165000
03/16/12,00:00,3.4250000,3.4250000,3.4100000,3.4100000,300000
03/19/12,00:00,3.4150000,3.4150000,3.4150000,3.4150000,100000
03/21/12,00:00,3.3870000,3.3870000,3.3400000,3.3400000,584000
03/22/12,00:00,3.3200000,3.3200000,3.2600000,3.2600000,900000
03/23/12,00:00,3.2800000,3.3050000,3.2800000,3.2800000,580000
03/26/12,00:00,3.3750000,3.4400000,3.3750000,3.4400000,500000
03/27/12,00:00,3.4240000,3.4240000,3.4240000,3.4240000,100000
03/28/12,00:00,3.3400000,3.3400000,3.2900000,3.2900000,550000
03/29/12,00:00,3.2800000,3.2830000,3.2300000,3.2300000,650000
03/30/12,00:00,3.2330000,3.2330000,3.2230000,3.2300000,870000
04/02/12,00:00,3.2650000,3.2650000,3.2400000,3.2400000,600000
04/03/12,00:00,3.2750000,3.3600000,3.2750000,3.3600000,500000
04/04/12,00:00,3.3000000,3.3150000,3.2900000,3.2900000,700000
04/05/12,00:00,3.2800000,3.2900000,3.2200000,3.2900000,1270000
04/06/12,00:00,3.3050000,3.3050000,3.2800000,3.2920000,510000
04/09/12,00:00,3.2100000,3.2200000,3.1550000,3.2200000,825000
04/10/12,00:00,3.2450000,3.2460000,3.2410000,3.2410000,660000
04/11/12,00:00,3.1900000,3.2640000,3.1900000,3.2640000,500000
04/13/12,00:00,3.2050000,3.2050000,3.1950000,3.1950000,200000
04/16/12,00:00,3.1100000,3.1230000,3.1000000,3.1220000,1200000
04/17/12,00:00,3.1100000,3.1300000,3.1100000,3.1300000,200000
04/18/12,00:00,3.2000000,3.2000000,3.2000000,3.2000000,100000
04/19/12,00:00,3.1950000,3.3000000,3.1950000,3.3000000,102000
04/23/12,00:00,3.1350000,3.1350000,3.1300000,3.1300000,274500
04/25/12,00:00,3.1800000,3.1800000,3.1800000,3.1800000,2100
05/02/12,00:00,3.2100000,3.2100000,3.1850000,3.1850000,726000
05/04/12,00:00,3.1050000,3.1050000,3.0750000,3.0750000,200000
05/07/12,00:00,2.9400000,2.9400000,2.9400000,2.9400000,78000
05/11/12,00:00,3.0100000,3.0100000,3.0100000,3.0100000,50000
05/14/12,00:00,2.9550000,2.9550000,2.8800000,2.8800000,785000
05/15/12,00:00,2.8700000,2.9180000,2.8600000,2.8600000,854000
05/16/12,00:00,2.7950000,2.8300000,2.7950000,2.8130000,968000
05/17/12,00:00,2.6100000,2.6420000,2.6100000,2.6290000,781000
05/18/12,00:00,2.4300000,2.5550000,2.4250000,2.5550000,583000
05/21/12,00:00,2.5550000,2.6000000,2.5550000,2.6000000,303000
05/22/12,00:00,2.6300000,2.6300000,2.5950000,2.6170000,412000
05/23/12,00:00,2.5750000,2.5800000,2.5050000,2.5270000,2100000
05/24/12,00:00,2.5250000,2.5250000,2.4700000,2.4980000,790000
05/25/12,00:00,2.5910000,2.5910000,2.5100000,2.5190000,762000
05/28/12,00:00,2.5270000,2.5270000,2.5270000,2.5270000,250000
05/29/12,00:00,2.5300000,2.5650000,2.5140000,2.5650000,650000
05/30/12,00:00,2.5600000,2.5600000,2.5600000,2.5600000,100000
05/31/12,00:00,2.4700000,2.4770000,2.4700000,2.4770000,300000
06/01/12,00:00,2.4200000,2.4200000,2.3100000,2.3300000,1534690
06/04/12,00:00,2.2750000,2.2800000,2.2750000,2.2800000,200000
06/05/12,00:00,2.3950000,2.3950000,2.3500000,2.3550000,400000
06/06/12,00:00,2.4000000,2.4500000,2.4000000,2.4500000,200000
06/07/12,00:00,2.4850000,2.5150000,2.4850000,2.5150000,200000
06/08/12,00:00,2.4550000,2.4840000,2.4550000,2.4760000,661000
06/13/12,00:00,2.5350000,2.5350000,2.5350000,2.5350000,300000
06/14/12,00:00,2.5450000,2.5450000,2.5450000,2.5450000,100000
06/18/12,00:00,2.6400000,2.6400000,2.6310000,2.6400000,724000
06/19/12,00:00,2.6400000,2.6560000,2.6400000,2.6560000,504000
06/20/12,00:00,2.6450000,2.6450000,2.6450000,2.6450000,100000
06/21/12,00:00,2.5650000,2.6200000,2.5650000,2.6200000,723000
06/22/12,00:00,2.5050000,2.5250000,2.5050000,2.5250000,600000
06/25/12,00:00,2.4740000,2.4850000,2.4740000,2.4850000,102300
06/26/12,00:00,2.5110000,2.5350000,2.5110000,2.5350000,102400
06/27/12,00:00,2.5400000,2.5400000,2.5400000,2.5400000,200000
06/29/12,00:00,2.6600000,2.6600000,2.6600000,2.6600000,5000
07/03/12,00:00,2.7300000,2.8100000,2.7300000,2.8100000,500000
07/04/12,00:00,2.7900000,2.8110000,2.7900000,2.8110000,300000
07/05/12,00:00,2.7800000,2.8420000,2.7800000,2.8050000,975000
07/06/12,00:00,2.7800000,2.7800000,2.7200000,2.7250000,1031000
07/09/12,00:00,2.7050000,2.7100000,2.7020000,2.7020000,400000
07/10/12,00:00,2.7550000,2.7950000,2.7550000,2.7950000,200000
07/11/12,00:00,2.7650000,2.7650000,2.7650000,2.7650000,100000
07/12/12,00:00,2.7250000,2.7250000,2.7250000,2.7250000,100000
07/13/12,00:00,2.7340000,2.7440000,2.7340000,2.7420000,423500
07/17/12,00:00,2.8050000,2.8200000,2.8050000,2.8200000,200000
07/19/12,00:00,2.8950000,2.8950000,2.8950000,2.8950000,100000
07/23/12,00:00,2.7150000,2.7150000,2.6400000,2.6400000,923000
07/24/12,00:00,2.6300000,2.6300000,2.5950000,2.6000000,1135000
07/25/12,00:00,2.5300000,2.6230000,2.5300000,2.6230000,347300
07/26/12,00:00,2.6530000,2.7350000,2.6530000,2.7330000,452300
07/27/12,00:00,2.7650000,2.7900000,2.7600000,2.7900000,400000
07/30/12,00:00,2.8500000,2.8500000,2.8500000,2.8500000,100000
07/31/12,00:00,2.8100000,2.8100000,2.8100000,2.8100000,180000
08/01/12,00:00,2.7830000,2.8060000,2.7790000,2.8060000,811000
08/02/12,00:00,2.7450000,2.7970000,2.7100000,2.7100000,929110
08/03/12,00:00,2.7650000,2.8450000,2.7650000,2.8450000,500000
08/10/12,00:00,2.8960000,2.8960000,2.8960000,2.8960000,100000
08/17/12,00:00,2.9100000,2.9100000,2.9000000,2.9000000,150000
08/20/12,00:00,2.8680000,2.8680000,2.8680000,2.8680000,3000
08/21/12,00:00,2.9050000,2.9400000,2.9050000,2.9400000,202300
08/22/12,00:00,2.9200000,2.9300000,2.9200000,2.9300000,200000
08/23/12,00:00,2.9700000,2.9900000,2.9700000,2.9800000,400000
08/24/12,00:00,2.9050000,2.9350000,2.9050000,2.9100000,900000
08/27/12,00:00,2.9200000,2.9260000,2.9100000,2.9180000,904000
08/28/12,00:00,2.9100000,2.9430000,2.9100000,2.9320000,990000
08/29/12,00:00,2.9450000,2.9610000,2.9300000,2.9590000,908000
08/30/12,00:00,2.9150000,2.9170000,2.8960000,2.8960000,1092000
08/31/12,00:00,2.8750000,2.9090000,2.8750000,2.9060000,690770
09/03/12,00:00,2.9050000,2.9150000,2.9050000,2.9150000,200000
09/04/12,00:00,2.9300000,2.9400000,2.9100000,2.9100000,300000
09/05/12,00:00,2.8600000,2.8660000,2.8450000,2.8660000,935000
09/06/12,00:00,2.9100000,2.9250000,2.9000000,2.9250000,300000
09/07/12,00:00,2.9600000,3.0050000,2.9600000,3.0000000,700000
09/10/12,00:00,2.9650000,2.9650000,2.9650000,2.9650000,100000
09/11/12,00:00,2.9550000,2.9570000,2.9550000,2.9570000,440000
09/12/12,00:00,2.9950000,2.9950000,2.9950000,2.9950000,200000
09/14/12,00:00,3.0950000,3.1850000,3.0950000,3.1850000,600000
09/17/12,00:00,3.1150000,3.1200000,3.1150000,3.1200000,200000
09/18/12,00:00,3.1100000,3.1100000,3.0700000,3.0880000,1270000
09/19/12,00:00,2.9900000,2.9960000,2.9900000,2.9960000,715000
09/20/12,00:00,2.9800000,2.9920000,2.9740000,2.9880000,927000
09/21/12,00:00,3.0200000,3.0200000,3.0200000,3.0200000,100000
09/24/12,00:00,3.0100000,3.0100000,3.0060000,3.0060000,403000
09/25/12,00:00,3.0150000,3.0250000,3.0150000,3.0250000,53000
09/26/12,00:00,2.9760000,2.9760000,2.9410000,2.9410000,570000
09/28/12,00:00,2.9250000,2.9250000,2.9250000,2.9250000,100000
10/01/12,00:00,2.9370000,2.9450000,2.9350000,2.9400000,1262330
10/03/12,00:00,2.9200000,2.9550000,2.9200000,2.9550000,675000
10/04/12,00:00,2.9450000,2.9450000,2.9450000,2.9450000,100000
10/05/12,00:00,2.9700000,3.0150000,2.9700000,3.0150000,400000
10/08/12,00:00,2.9700000,2.9700000,2.9700000,2.9700000,200000
10/09/12,00:00,2.9650000,2.9860000,2.9620000,2.9850000,1470000
10/10/12,00:00,2.9600000,2.9620000,2.9550000,2.9610000,1315000
10/11/12,00:00,2.9850000,2.9950000,2.9850000,2.9950000,200000
10/15/12,00:00,2.9630000,2.9690000,2.9440000,2.9490000,1234000
10/16/12,00:00,2.9400000,2.9700000,2.9400000,2.9700000,300000
10/17/12,00:00,3.0200000,3.0350000,3.0200000,3.0350000,300000
10/18/12,00:00,3.0450000,3.0450000,3.0450000,3.0450000,100000
10/19/12,00:00,3.0300000,3.0320000,3.0150000,3.0240000,1847500
10/22/12,00:00,3.0550000,3.0550000,3.0090000,3.0330000,1151400
10/23/12,00:00,3.0050000,3.0140000,2.9700000,2.9700000,1557400
10/24/12,00:00,2.9850000,2.9850000,2.9650000,2.9750000,1056400
10/26/12,00:00,2.9160000,2.9310000,2.9130000,2.9290000,1559140
10/30/12,00:00,2.9230000,2.9230000,2.9050000,2.9050000,435000
10/31/12,00:00,2.9300000,2.9300000,2.9300000,2.9300000,100000
11/01/12,00:00,2.8890000,2.8990000,2.8880000,2.8880000,939400
11/02/12,00:00,2.9300000,2.9300000,2.9180000,2.9180000,800000
11/06/12,00:00,2.9080000,2.9110000,2.8970000,2.9000000,1303000
11/07/12,00:00,2.9250000,2.9250000,2.9250000,2.9250000,100000
11/08/12,00:00,2.8300000,2.8400000,2.7550000,2.7550000,1992000
11/09/12,00:00,2.7000000,2.7170000,2.6890000,2.6890000,1430000
11/12/12,00:00,2.7140000,2.7140000,2.7140000,2.7140000,331000
11/13/12,00:00,2.6840000,2.7060000,2.6750000,2.6750000,1510000
11/14/12,00:00,2.6600000,2.6600000,2.6600000,2.6600000,100000
11/15/12,00:00,2.6800000,2.7000000,2.6800000,2.7000000,120000
11/16/12,00:00,2.7050000,2.7250000,2.6920000,2.7250000,1225800
11/19/12,00:00,2.7450000,2.7650000,2.7450000,2.7650000,650000
11/20/12,00:00,2.7700000,2.7800000,2.7700000,2.7800000,300000
11/21/12,00:00,2.7750000,2.8200000,2.7750000,2.8200000,400000
11/22/12,00:00,2.8100000,2.8150000,2.8100000,2.8150000,300000
11/26/12,00:00,2.8850000,2.8950000,2.8740000,2.8740000,300000
11/27/12,00:00,2.8900000,2.8900000,2.8750000,2.8750000,400000
11/28/12,00:00,2.8250000,2.8370000,2.8110000,2.8110000,1277500
11/29/12,00:00,2.8550000,2.8550000,2.8500000,2.8500000,102000
11/30/12,00:00,2.8550000,2.9400000,2.8550000,2.9400000,650000
12/03/12,00:00,2.9470000,2.9780000,2.9470000,2.9780000,600000
12/04/12,00:00,2.9800000,2.9890000,2.9770000,2.9855000,1404900
12/05/12,00:00,3.0200000,3.0300000,3.0200000,3.0300000,200000
12/06/12,00:00,3.0380000,3.0430000,3.0290000,3.0290000,1151000
12/07/12,00:00,2.9970000,2.9970000,2.9970000,2.9970000,120000
12/10/12,00:00,3.0260000,3.0260000,3.0260000,3.0260000,130000
12/12/12,00:00,3.0610000,3.0610000,3.0610000,3.0610000,220000
12/17/12,00:00,3.0300000,3.0340000,3.0200000,3.0200000,1426000
12/18/12,00:00,3.0480000,3.0710000,3.0480000,3.0710000,1040000
12/19/12,00:00,3.1050000,3.1050000,3.1050000,3.1050000,100000
12/20/12,00:00,3.0800000,3.0850000,3.0800000,3.0850000,175000
12/25/12,00:00,3.0300000,3.0420000,3.0300000,3.0420000,202500
12/26/12,00:00,3.0120000,3.0160000,3.0100000,3.0160000,2006200
12/27/12,00:00,3.0350000,3.0430000,3.0350000,3.0430000,110000
12/28/12,00:00,3.0600000,3.0650000,3.0600000,3.0650000,212000
01/08/13,00:00,3.2200000,3.2200000,3.2200000,3.2200000,216600
